user_id,recency,recency_weighted,frequency,monetary,year_month,active_period,avg_period,response,r_w_score,f_score,m_score
72,53,63,4,0.0,2015.05,16,4,1,4,8,1
2186,6,6,8,0.0,2015.05,49,6,1,9,10,1
1748,4,4,2,0.0,2015.05,0,0,0,10,6,1
1990,89,124,1,0.25,2015.05,0,0,0,2,4,1
2005,87,121,1,0.25,2015.05,0,0,0,2,4,1
944,13,13,3,0.8,2015.05,133,44,0,7,7,1
2440,19,20,1,0.9,2015.05,0,0,0,6,3,1
1770,122,195,1,1.25,2015.05,0,0,0,1,5,1
2142,67,93,1,2.9,2015.05,0,0,0,3,5,1
2159,62,86,1,2.9,2015.05,0,0,0,3,3,1
2271,42,50,1,2.9,2015.05,0,0,0,4,2,1
2449,18,19,1,3.5,2015.05,0,0,0,6,3,1
1897,107,171,1,4.5,2015.05,0,0,0,2,3,1
1356,28,30,1,4.75,2015.05,0,0,0,5,1,1
2550,7,7,1,4.9,2015.05,0,0,0,9,2,1
2441,19,20,1,5.4,2015.05,0,0,0,6,3,1
2131,51,61,1,6.0,2015.05,0,0,0,4,1,1
2485,14,14,1,6.0,2015.05,0,0,0,7,3,1
1746,138,220,1,6.0,2015.05,0,0,0,1,4,1
2356,29,31,1,6.0,2015.05,0,0,0,5,1,1
2098,62,86,1,6.0,2015.05,0,0,0,3,3,1
2442,19,20,1,6.0,2015.05,0,0,0,6,3,1
1758,135,216,1,6.0,2015.05,0,0,0,1,4,1
2157,64,89,1,6.0,2015.05,0,0,0,3,5,1
2058,81,113,1,6.25,2015.05,0,0,0,2,5,1
2424,18,19,1,6.65,2015.05,0,0,0,6,3,1
1959,95,152,1,7.0,2015.05,0,0,0,2,4,1
1958,90,125,1,7.0,2015.05,0,0,0,2,4,1
1697,148,236,1,7.0,2015.05,0,0,0,1,1,1
2033,84,117,1,7.0,2015.05,0,0,0,2,4,1
2034,81,113,1,7.0,2015.05,0,0,0,2,5,1
2007,87,121,1,7.0,2015.05,0,0,0,2,4,1
2128,64,89,1,9.55,2015.05,0,0,0,3,5,1
2420,21,23,1,10.0,2015.05,0,0,0,6,3,1
2494,13,13,1,10.0,2015.05,0,0,0,7,3,1
2244,46,55,1,10.0,2015.05,0,0,0,4,2,1
2040,84,117,1,10.0,2015.05,0,0,0,2,4,1
2306,7,7,1,10.0,2015.05,0,0,0,9,2,1
592,19,20,3,10.3,2015.05,54,18,1,6,7,1
2530,10,10,1,10.4,2015.05,0,0,0,8,2,1
2147,66,92,1,10.5,2015.05,0,0,0,3,5,1
1980,90,125,1,10.5,2015.05,0,0,0,2,4,1
