user_id,recency,recency_weighted,frequency,monetary,year_month,active_period,avg_period,response,r_w_score,f_score,m_score
2186,52,62,31,0.0,2015.12,217,7,1,7,10,1
3486,74,103,5,0.0,2015.12,22,4,1,6,8,1
72,171,273,8,0.0,2015.12,112,14,1,3,9,1
1990,303,545,1,0.25,2015.12,0,0,0,1,4,1
2005,301,541,1,0.25,2015.12,0,0,0,1,4,1
2440,233,419,1,0.9,2015.12,0,0,0,2,4,1
2632,210,378,1,0.99,2015.12,0,0,0,2,5,1
1770,336,604,1,1.25,2015.12,0,0,0,1,4,1
3717,71,99,1,1.25,2015.12,0,0,0,6,3,1
3345,115,184,1,1.25,2015.12,0,0,0,5,1,1
3344,115,184,1,1.25,2015.12,0,0,0,5,1,1
944,184,331,5,1.3,2015.12,176,35,0,3,8,1
142,74,103,1,2.0,2015.12,0,0,0,6,3,1
2789,190,342,1,2.4,2015.12,0,0,0,3,5,1
1748,51,61,20,2.7,2015.12,167,8,1,7,10,1
3508,51,61,8,2.7,2015.12,45,5,1,7,9,1
3198,80,112,1,2.9,2015.12,0,0,0,6,3,1
3440,105,168,1,2.9,2015.12,0,0,0,5,1,1
2159,276,496,1,2.9,2015.12,0,0,0,1,4,1
4065,14,14,1,2.9,2015.12,0,0,0,10,2,1
3468,101,161,1,2.9,2015.12,0,0,0,5,1,1
2733,197,354,1,2.9,2015.12,0,0,0,3,5,1
4060,16,17,1,2.9,2015.12,0,0,0,9,2,1
2142,281,505,1,2.9,2015.12,0,0,0,1,5,1
2271,256,460,1,2.9,2015.12,0,0,0,2,3,1
3404,109,174,1,3.0,2015.12,0,0,0,5,1,1
2646,183,329,1,3.0,2015.12,0,0,0,3,5,1
3227,31,37,1,3.0,2015.12,0,0,0,8,2,1
2449,232,417,1,3.5,2015.12,0,0,0,2,4,1
2700,200,360,1,3.5,2015.12,0,0,0,3,5,1
2958,154,246,1,4.0,2015.12,0,0,0,4,1,1
1897,321,577,1,4.5,2015.12,0,0,0,1,4,1
1356,242,435,1,4.75,2015.12,0,0,0,2,3,1
2550,221,397,1,4.9,2015.12,0,0,0,2,4,1
2684,202,363,1,5.0,2015.12,0,0,0,3,5,1
2760,194,349,1,5.3,2015.12,0,0,0,3,5,1
2441,233,419,1,5.4,2015.12,0,0,0,2,4,1
3058,99,158,2,5.8,2015.12,52,26,1,5,6,1
2356,243,437,1,6.0,2015.12,0,0,0,2,3,1
2131,265,477,1,6.0,2015.12,0,0,0,1,4,1
2776,192,345,1,6.0,2015.12,0,0,0,3,5,1
2708,200,360,1,6.0,2015.12,0,0,0,3,5,1
2098,276,496,1,6.0,2015.12,0,0,0,1,4,1
2968,123,196,1,6.0,2015.12,0,0,0,5,1,1
1758,349,628,1,6.0,2015.12,0,0,0,1,5,1
2442,233,419,1,6.0,2015.12,0,0,0,2,4,1
1588,196,352,1,6.0,2015.12,0,0,0,3,5,1
2157,278,500,1,6.0,2015.12,0,0,0,1,4,1
3963,30,33,1,6.0,2015.12,0,0,0,8,2,1
2058,295,531,1,6.25,2015.12,0,0,0,1,4,1
1959,309,556,1,7.0,2015.12,0,0,0,1,4,1
2033,298,536,1,7.0,2015.12,0,0,0,1,4,1
2034,295,531,1,7.0,2015.12,0,0,0,1,5,1
1697,362,651,1,7.0,2015.12,0,0,0,1,1,1
2007,301,541,1,7.0,2015.12,0,0,0,1,4,1
3529,73,102,4,7.95,2015.12,21,5,1,6,7,1
101,190,342,1,8.58,2015.12,0,0,0,3,5,1
2612,211,379,1,8.9,2015.12,0,0,0,2,5,1
2865,179,286,1,9.5,2015.12,0,0,0,3,1,1
2128,278,500,1,9.55,2015.12,0,0,0,1,4,1
2999,145,232,1,9.75,2015.12,0,0,0,4,2,1
2306,221,397,1,10.0,2015.12,0,0,0,2,4,1
3843,53,63,1,10.0,2015.12,0,0,0,7,3,1
3159,134,214,1,10.0,2015.12,0,0,0,4,2,1
3938,37,44,1,10.0,2015.12,0,0,0,8,2,1
2244,260,468,1,10.0,2015.12,0,0,0,1,4,1
3492,98,156,1,10.0,2015.12,0,0,0,5,1,1
2420,235,423,1,10.0,2015.12,0,0,0,2,4,1
2040,298,536,1,10.0,2015.12,0,0,0,1,4,1
2740,197,354,1,10.0,2015.12,0,0,0,3,5,1
4020,22,24,1,10.0,2015.12,0,0,0,9,2,1
2822,186,334,1,10.25,2015.12,0,0,0,3,5,1
1563,51,61,1,10.25,2015.12,0,0,0,7,3,1
3483,99,158,1,10.25,2015.12,0,0,0,5,1,1
3872,47,56,1,10.3,2015.12,0,0,0,7,3,1
2952,169,270,1,10.4,2015.12,0,0,0,3,1,1
2530,224,403,1,10.4,2015.12,0,0,0,2,4,1
3131,139,222,1,10.4,2015.12,0,0,0,4,1,1
3322,116,185,1,10.4,2015.12,0,0,0,5,1,1
3909,40,48,1,10.4,2015.12,0,0,0,8,2,1
3466,101,161,1,10.4,2015.12,0,0,0,5,1,1
2147,280,504,1,10.5,2015.12,0,0,0,1,5,1
3398,97,155,1,10.5,2015.12,0,0,0,5,1,1
4071,11,11,1,10.5,2015.12,0,0,0,10,2,1
3324,109,174,1,10.5,2015.12,0,0,0,5,1,1
1980,304,547,1,10.5,2015.12,0,0,0,1,4,1
3575,62,86,1,10.5,2015.12,0,0,0,7,3,1
4027,22,24,1,10.5,2015.12,0,0,0,9,2,1
303,63,88,8,10.56,2015.12,45,5,1,7,9,1
2774,193,347,1,10.65,2015.12,0,0,0,3,5,1
2849,182,327,1,10.75,2015.12,0,0,0,3,5,1
2321,248,446,1,10.9,2015.12,0,0,0,2,3,1
3722,46,55,1,10.94,2015.12,0,0,0,7,3,1
2181,272,489,1,10.98,2015.12,0,0,0,1,4,1
3556,92,147,1,11.0,2015.12,0,0,0,6,1,1
2262,256,460,1,11.0,2015.12,0,0,0,2,3,1
4010,27,29,1,11.1,2015.12,0,0,0,9,2,1
3711,73,102,1,11.15,2015.12,0,0,0,6,3,1
3697,75,105,1,11.25,2015.12,0,0,0,6,3,1
3087,148,236,1,11.25,2015.12,0,0,0,4,2,1
3453,102,163,1,11.25,2015.12,0,0,0,5,1,1
3018,155,248,1,11.25,2015.12,0,0,0,4,1,1
2703,198,356,1,11.25,2015.12,0,0,0,3,5,1
2869,179,286,1,11.25,2015.12,0,0,0,3,1,1
1765,347,624,1,11.25,2015.12,0,0,0,1,4,1
3898,42,50,1,11.25,2015.12,0,0,0,8,2,1
1231,22,24,1,11.25,2015.12,0,0,0,9,2,1
2335,196,352,1,11.25,2015.12,0,0,0,3,5,1
3814,57,68,1,11.4,2015.12,0,0,0,7,3,1
2994,162,259,1,11.4,2015.12,0,0,0,4,1,1
4050,17,18,1,11.4,2015.12,0,0,0,9,2,1
3250,45,54,13,11.4,2015.12,76,5,1,8,10,1
3629,82,114,1,11.5,2015.12,0,0,0,6,3,1
1012,211,379,1,11.5,2015.12,0,0,0,2,5,1
3424,107,171,1,11.5,2015.12,0,0,0,5,1,1
310,348,626,1,11.5,2015.12,0,0,0,1,4,1
657,113,180,1,11.61,2015.12,0,0,0,5,1,1
2123,285,513,1,11.61,2015.12,0,0,0,1,5,1
3826,55,66,1,11.65,2015.12,0,0,0,7,3,1
3066,150,240,1,11.8,2015.12,0,0,0,4,2,1
3634,55,66,1,12.0,2015.12,0,0,0,7,3,1
2336,246,442,1,12.0,2015.12,0,0,0,2,3,1
2307,251,451,1,12.0,2015.12,0,0,0,2,3,1
3801,59,70,1,12.0,2015.12,0,0,0,7,3,1
1328,353,635,1,12.0,2015.12,0,0,0,1,3,1
2008,301,541,1,12.0,2015.12,0,0,0,1,4,1
3833,54,64,1,12.0,2015.12,0,0,0,7,3,1
3923,39,46,1,12.0,2015.12,0,0,0,8,2,1
3970,32,38,1,12.0,2015.12,0,0,0,8,2,1
3965,33,39,1,12.0,2015.12,0,0,0,8,2,1
3956,34,40,1,12.0,2015.12,0,0,0,8,2,1
1781,343,617,1,12.0,2015.12,0,0,0,1,4,1
3609,86,120,1,12.0,2015.12,0,0,0,6,2,1
2588,54,64,1,12.0,2015.12,0,0,0,7,3,1
2488,228,410,1,12.0,2015.12,0,0,0,2,4,1
2202,267,480,1,12.0,2015.12,0,0,0,1,4,1
3670,77,107,1,12.0,2015.12,0,0,0,6,3,1
2850,73,102,2,12.0,2015.12,96,48,0,6,5,1
2220,264,475,1,12.0,2015.12,0,0,0,1,4,1
2615,78,109,1,12.0,2015.12,0,0,0,6,3,1
3655,77,107,1,12.0,2015.12,0,0,0,6,3,1
2495,227,408,1,12.0,2015.12,0,0,0,2,4,1
3738,69,96,1,12.0,2015.12,0,0,0,6,3,1
2379,241,433,1,12.0,2015.12,0,0,0,2,3,1
3552,92,147,1,12.0,2015.12,0,0,0,6,1,1
3519,95,152,1,12.0,2015.12,0,0,0,5,1,1
3318,116,185,1,12.0,2015.12,0,0,0,5,1,1
2842,184,331,1,12.0,2015.12,0,0,0,3,5,1
3518,95,152,1,12.0,2015.12,0,0,0,5,1,1
2235,262,471,1,12.05,2015.12,0,0,0,1,4,1
3786,61,85,1,12.25,2015.12,0,0,0,7,3,1
3907,41,49,1,12.4,2015.12,0,0,0,8,2,1
957,195,351,1,12.4,2015.12,0,0,0,3,5,1
2608,213,383,1,12.4,2015.12,0,0,0,2,5,1
2519,225,405,1,12.49,2015.12,0,0,0,2,4,1
2365,232,417,1,12.5,2015.12,0,0,0,2,4,1
3686,76,106,1,12.5,2015.12,0,0,0,6,3,1
4007,25,27,1,12.5,2015.12,0,0,0,9,2,1
2906,175,280,1,12.5,2015.12,0,0,0,3,1,1
4036,20,22,1,12.5,2015.12,0,0,0,9,2,1
3981,31,37,1,12.5,2015.12,0,0,0,8,2,1
3849,51,61,1,12.5,2015.12,0,0,0,7,3,1
2260,258,464,1,12.5,2015.12,0,0,0,1,3,1
3656,67,93,1,12.5,2015.12,0,0,0,7,3,1
3471,101,161,1,12.5,2015.12,0,0,0,5,1,1
1747,351,631,1,12.5,2015.12,0,0,0,1,3,1
3806,58,69,1,12.5,2015.12,0,0,0,7,3,1
4073,10,10,1,12.5,2015.12,0,0,0,10,2,1
2911,129,206,1,12.5,2015.12,0,0,0,4,2,1
1923,297,534,1,12.5,2015.12,0,0,0,1,4,1
2167,249,448,1,12.65,2015.12,0,0,0,2,5,1
2117,283,509,1,12.75,2015.12,0,0,0,1,5,1
3540,93,148,1,12.9,2015.12,0,0,0,6,1,1
3675,74,103,1,12.9,2015.12,0,0,0,6,3,1
2340,246,442,1,12.9,2015.12,0,0,0,2,3,1
568,39,46,1,12.9,2015.12,0,0,0,8,2,1
3184,128,204,1,12.9,2015.12,0,0,0,4,2,1
4057,12,12,1,12.9,2015.12,0,0,0,10,2,1
3141,136,217,1,12.9,2015.12,0,0,0,4,2,1
710,290,522,1,12.9,2015.12,0,0,0,1,4,1
2097,289,520,1,12.9,2015.12,0,0,0,1,4,1
3137,137,219,1,12.9,2015.12,0,0,0,4,2,1
4003,28,30,1,12.9,2015.12,0,0,0,8,2,1
2287,204,367,1,12.9,2015.12,0,0,0,3,5,1
3622,85,118,1,12.9,2015.12,0,0,0,6,3,1
3940,36,43,1,12.9,2015.12,0,0,0,8,2,1
2779,98,156,1,12.9,2015.12,0,0,0,5,1,1
2526,54,64,1,12.9,2015.12,0,0,0,7,3,1
2866,179,286,1,12.9,2015.12,0,0,0,3,1,1
3823,55,66,1,12.9,2015.12,0,0,0,7,3,1
3004,160,256,1,12.9,2015.12,0,0,0,4,1,1
3223,123,196,1,12.9,2015.12,0,0,0,5,1,1
1670,153,244,1,12.9,2015.12,0,0,0,4,1,1
3659,80,112,1,12.9,2015.12,0,0,0,6,3,1
3090,148,236,1,12.9,2015.12,0,0,0,4,2,1
2902,175,280,1,12.9,2015.12,0,0,0,3,1,1
3007,159,254,1,12.9,2015.12,0,0,0,4,1,1
3608,86,120,1,12.98,2015.12,0,0,0,6,1,1
3522,95,152,1,13.0,2015.12,0,0,0,5,3,1
2804,189,340,1,13.0,2015.12,0,0,0,3,5,1
3812,55,66,1,13.0,2015.12,0,0,0,7,3,2
3375,112,179,1,13.0,2015.12,0,0,0,5,1,2
2357,242,435,1,13.0,2015.12,0,0,0,2,3,2
1816,335,603,1,13.0,2015.12,0,0,0,1,4,2
2920,172,275,1,13.0,2015.12,0,0,0,3,1,2
736,274,493,1,13.0,2015.12,0,0,0,1,4,2
2548,221,397,1,13.0,2015.12,0,0,0,2,4,2
2980,164,262,1,13.0,2015.12,0,0,0,4,1,2
3385,111,177,1,13.0,2015.12,0,0,0,5,1,2
1727,355,639,1,13.0,2015.12,0,0,0,1,4,2
1148,228,410,1,13.0,2015.12,0,0,0,2,4,2
2185,270,486,1,13.0,2015.12,0,0,0,1,4,2
3452,102,163,1,13.0,2015.12,0,0,0,5,1,2
3147,136,217,1,13.0,2015.12,0,0,0,4,2,2
1041,319,574,1,13.05,2015.12,0,0,0,1,4,2
1953,310,558,1,13.05,2015.12,0,0,0,1,4,2
3480,100,160,1,13.15,2015.12,0,0,0,5,1,2
2819,168,268,1,13.25,2015.12,0,0,0,3,1,2
2216,265,477,1,13.4,2015.12,0,0,0,1,4,2
3614,85,118,1,13.41,2015.12,0,0,0,6,3,2
4056,11,11,1,13.5,2015.12,0,0,0,10,2,2
3506,91,145,1,13.5,2015.12,0,0,0,6,1,2
4034,20,22,1,13.5,2015.12,0,0,0,9,2,2
3691,76,106,1,13.5,2015.12,0,0,0,6,2,2
3631,84,117,1,13.5,2015.12,0,0,0,6,3,2
3645,82,114,1,13.5,2015.12,0,0,0,6,3,2
3408,109,174,1,13.5,2015.12,0,0,0,5,1,2
3779,63,88,1,13.5,2015.12,0,0,0,7,3,2
3388,111,177,1,13.5,2015.12,0,0,0,5,1,2
2272,256,460,1,13.5,2015.12,0,0,0,2,3,2
3582,89,124,1,13.5,2015.12,0,0,0,6,1,2
2279,101,161,1,13.5,2015.12,0,0,0,5,1,2
1736,354,637,1,13.5,2015.12,0,0,0,1,3,2
1267,281,505,1,13.5,2015.12,0,0,0,1,5,2
2119,281,505,1,13.5,2015.12,0,0,0,1,5,2
3503,97,155,1,13.5,2015.12,0,0,0,5,1,2
2940,170,272,1,13.5,2015.12,0,0,0,3,1,2
2800,189,340,1,13.5,2015.12,0,0,0,3,5,2
3547,93,148,2,13.64,2015.12,0,0,0,6,6,2
3787,61,85,1,13.8,2015.12,0,0,0,7,3,2
991,165,264,1,13.9,2015.12,0,0,0,4,1,2
3762,65,91,1,14.0,2015.12,0,0,0,7,3,2
2328,247,444,1,14.0,2015.12,0,0,0,2,3,2
2667,205,369,1,14.0,2015.12,0,0,0,3,5,2
3599,87,121,1,14.0,2015.12,0,0,0,6,1,2
3669,79,110,1,14.0,2015.12,0,0,0,6,3,2
666,227,408,1,14.0,2015.12,0,0,0,2,4,2
1975,305,549,1,14.0,2015.12,0,0,0,1,4,2
3124,140,224,1,14.0,2015.12,0,0,0,4,1,2
3742,68,95,1,14.0,2015.12,0,0,0,7,3,2
1710,358,644,1,14.0,2015.12,0,0,0,1,5,2
4011,27,29,1,14.15,2015.12,0,0,0,9,2,2
3098,146,233,1,14.25,2015.12,0,0,0,4,2,2
3689,76,106,1,14.3,2015.12,0,0,0,6,2,2
3830,54,64,1,14.35,2015.12,0,0,0,7,3,2
2241,261,469,1,14.4,2015.12,0,0,0,1,4,2
2082,291,523,1,14.5,2015.12,0,0,0,1,5,2
560,319,574,1,14.5,2015.12,0,0,0,1,4,2
1832,332,597,1,14.5,2015.12,0,0,0,1,4,2
866,302,543,1,14.5,2015.12,0,0,0,1,4,2
3619,85,118,1,14.65,2015.12,0,0,0,6,3,2
2814,177,283,1,14.8,2015.12,0,0,0,3,1,2
3225,123,196,1,14.9,2015.12,0,0,0,5,1,2
3862,48,57,1,14.9,2015.12,0,0,0,7,3,2
3781,62,86,1,14.9,2015.12,0,0,0,7,3,2
3904,41,49,1,14.9,2015.12,0,0,0,8,2,2
3259,119,190,1,14.9,2015.12,0,0,0,5,1,2
2367,241,433,1,14.9,2015.12,0,0,0,2,3,2
2468,230,414,1,14.9,2015.12,0,0,0,2,4,2
3852,51,61,1,14.9,2015.12,0,0,0,7,3,2
3985,31,37,1,14.98,2015.12,0,0,0,8,2,2
3051,151,241,1,15.0,2015.12,0,0,0,4,1,2
816,328,590,1,15.0,2015.12,0,0,0,1,4,2
2540,221,397,1,15.0,2015.12,0,0,0,2,4,2
3207,126,201,1,15.0,2015.12,0,0,0,4,1,2
3308,115,184,1,15.0,2015.12,0,0,0,5,1,2
2155,200,360,1,15.0,2015.12,0,0,0,3,5,2
1971,299,538,1,15.0,2015.12,0,0,0,1,4,2
227,263,473,1,15.0,2015.12,0,0,0,1,4,2
2080,291,523,1,15.0,2015.12,0,0,0,1,4,2
1939,313,563,1,15.0,2015.12,0,0,0,1,4,2
2711,191,343,1,15.2,2015.12,0,0,0,3,5,2
2950,169,270,1,15.25,2015.12,0,0,0,3,1,2
3357,114,182,1,15.25,2015.12,0,0,0,5,1,2
2581,217,390,1,15.25,2015.12,0,0,0,2,4,2
2349,244,439,1,15.25,2015.12,0,0,0,2,3,2
2681,203,365,1,15.25,2015.12,0,0,0,3,5,2
2137,282,507,1,15.25,2015.12,0,0,0,1,5,2
4039,19,20,1,15.3,2015.12,0,0,0,9,2,2
1910,126,201,1,15.4,2015.12,0,0,0,4,1,2
2425,234,421,1,15.4,2015.12,0,0,0,2,4,2
2556,221,397,1,15.5,2015.12,0,0,0,2,4,2
3208,126,201,1,15.5,2015.12,0,0,0,4,1,2
1439,295,531,1,15.5,2015.12,0,0,0,1,4,2
3676,77,107,1,15.5,2015.12,0,0,0,6,3,2
2384,240,432,1,15.5,2015.12,0,0,0,2,3,2
3602,72,100,1,15.54,2015.12,0,0,0,6,3,2
2792,190,342,1,15.8,2015.12,0,0,0,3,5,2
2057,288,518,1,15.8,2015.12,0,0,0,1,4,2
3068,150,240,1,15.8,2015.12,0,0,0,4,2,2
2780,192,345,1,15.8,2015.12,0,0,0,3,5,2
2274,256,460,1,15.8,2015.12,0,0,0,2,3,2
2710,150,240,1,15.8,2015.12,0,0,0,4,2,2
2976,165,264,1,15.8,2015.12,0,0,0,4,1,2
4058,16,17,1,15.8,2015.12,0,0,0,9,2,2
4053,16,17,1,15.8,2015.12,0,0,0,9,2,2
1608,224,403,1,15.8,2015.12,0,0,0,2,4,2
4033,20,22,1,15.8,2015.12,0,0,0,9,2,2
3321,114,182,1,15.8,2015.12,0,0,0,5,1,2
1941,159,254,1,15.8,2015.12,0,0,0,4,1,2
2867,179,286,1,15.8,2015.12,0,0,0,3,1,2
3764,65,91,1,15.8,2015.12,0,0,0,7,3,2
3099,146,233,1,15.8,2015.12,0,0,0,4,2,2
1174,323,581,1,15.8,2015.12,0,0,0,1,4,2
3883,46,55,1,15.8,2015.12,0,0,0,7,3,2
