user_id,recency,recency_weighted,frequency,monetary,year_month,active_period,avg_period,response
3,283,509,3,90.0,2015.10,10,3,1
17,60,72,2,172.75,2015.10,27,13,1
24,37,44,6,117.95,2015.10,259,43,0
30,172,275,4,84.75,2015.10,87,21,1
34,34,40,10,585.35,2015.10,218,21,1
37,50,60,1,19.5,2015.10,0,0,0
38,298,536,1,38.5,2015.10,0,0,0
43,12,12,1,69.0,2015.10,0,0,0
45,216,388,4,72.0,2015.10,69,17,1
46,6,6,5,172.6,2015.10,273,54,0
48,175,280,2,103.2,2015.10,119,59,0
52,13,13,27,990.15,2015.10,278,10,1
57,100,160,5,260.8,2015.10,199,39,0
58,7,7,12,414.75,2015.10,184,15,1
61,55,66,16,444.0,2015.10,229,14,1
63,13,13,5,217.5,2015.10,262,52,0
72,110,176,8,0.0,2015.10,112,14,1
75,12,12,8,435.25,2015.10,160,20,1
76,92,147,6,280.8,2015.10,205,34,0
79,164,262,3,54.55,2015.10,34,11,1
87,235,423,2,92.5,2015.10,41,20,1
88,243,437,1,111.0,2015.10,0,0,0
91,21,23,8,222.6,2015.10,277,34,0
100,11,11,4,155.4,2015.10,120,30,1
101,129,206,1,8.58,2015.10,0,0,0
104,1,1,25,1689.85,2015.10,300,12,1
105,20,22,1,64.6,2015.10,0,0,0
106,3,3,30,1055.69,2015.10,287,9,1
117,73,102,1,109.88,2015.10,0,0,0
129,6,6,12,239.53,2015.10,245,20,1
141,117,187,4,95.0,2015.10,134,33,0
142,13,13,1,2.0,2015.10,0,0,0
143,6,6,48,441.5,2015.10,295,6,1
146,119,190,1,59.9,2015.10,0,0,0
164,30,33,3,96.0,2015.10,237,79,0
166,164,262,1,18.0,2015.10,0,0,0
170,1,1,55,2826.4,2015.10,297,5,1
177,1,1,19,631.33,2015.10,272,14,1
178,5,5,36,114.3,2015.10,280,7,1
179,114,182,2,192.68,2015.10,179,89,0
180,26,28,8,200.69,2015.10,252,31,0
181,148,236,2,63.2,2015.10,133,66,0
182,10,10,10,281.3,2015.10,290,29,1
183,20,22,21,450.79,2015.10,271,12,1
186,14,14,4,119.55,2015.10,25,6,1
193,187,336,1,18.9,2015.10,0,0,0
197,244,439,2,16.5,2015.10,8,4,1
210,18,19,7,621.1,2015.10,273,39,0
219,41,49,4,96.95,2015.10,164,41,0
222,211,379,1,27.0,2015.10,0,0,0
223,19,20,14,247.65,2015.10,269,19,1
225,152,243,2,50.0,2015.10,92,46,0
227,202,363,1,15.0,2015.10,0,0,0
231,34,40,6,290.4,2015.10,43,7,1
240,55,66,9,223.15,2015.10,235,26,1
247,292,525,1,22.0,2015.10,0,0,0
257,143,228,1,61.0,2015.10,0,0,0
264,270,486,2,40.5,2015.10,1,0,0
276,114,182,1,25.8,2015.10,0,0,0
282,5,5,11,500.6,2015.10,294,26,1
294,95,152,3,59.1,2015.10,8,2,1
300,53,63,4,66.5,2015.10,104,26,1
302,20,22,7,286.2,2015.10,278,39,0
303,2,2,8,10.56,2015.10,45,5,1
310,287,516,1,11.5,2015.10,0,0,0
316,6,6,9,287.15,2015.10,274,30,0
321,7,7,25,482.5,2015.10,286,11,1
327,138,220,1,16.0,2015.10,0,0,0
329,2,2,39,631.75,2015.10,285,7,1
330,4,4,10,243.33,2015.10,233,23,1
342,44,52,8,146.05,2015.10,235,29,1
343,158,252,1,25.8,2015.10,0,0,0
346,21,23,5,72.0,2015.10,167,33,0
347,210,378,2,124.2,2015.10,83,41,0
349,12,12,6,95.0,2015.10,209,34,0
352,23,25,6,288.4,2015.10,215,35,0
367,34,40,11,348.0,2015.10,204,18,1
368,20,22,12,232.0,2015.10,238,19,1
377,195,351,1,63.53,2015.10,0,0,0
380,31,37,12,753.0,2015.10,266,22,1
398,220,396,8,181.79,2015.10,76,9,1
403,112,179,5,72.0,2015.10,184,36,0
404,200,360,1,25.8,2015.10,0,0,0
415,100,160,4,177.4,2015.10,179,44,0
426,5,5,20,709.6,2015.10,268,13,1
427,59,70,8,100.62,2015.10,230,28,1
439,122,195,6,96.52,2015.10,133,22,1
440,30,33,2,51.6,2015.10,55,27,1
441,188,338,1,104.9,2015.10,0,0,0
451,64,89,6,210.1,2015.10,238,39,0
458,217,390,3,98.75,2015.10,74,24,1
468,101,161,18,485.25,2015.10,186,10,1
472,15,15,9,295.5,2015.10,234,26,1
475,9,9,12,482.1,2015.10,277,23,1
481,148,236,3,91.4,2015.10,56,18,1
489,167,267,3,85.8,2015.10,81,27,1
492,1,1,8,380.09,2015.10,290,36,0
495,190,342,2,107.3,2015.10,111,55,0
501,13,13,5,331.9,2015.10,259,51,0
512,265,477,1,25.5,2015.10,0,0,0
516,68,95,1,25.8,2015.10,0,0,0
517,39,46,1,37.4,2015.10,0,0,0
521,227,408,1,28.9,2015.10,0,0,0
527,272,489,1,18.0,2015.10,0,0,0
530,20,22,2,56.85,2015.10,207,103,0
532,2,2,17,999.0,2015.10,287,16,1
541,19,20,15,253.95,2015.10,281,18,1
542,97,155,29,461.74,2015.10,201,6,1
543,108,172,2,65.4,2015.10,182,91,0
549,23,25,5,108.9,2015.10,174,34,0
555,218,392,1,19.5,2015.10,0,0,0
557,3,3,13,491.8,2015.10,267,20,1
558,27,29,1,13.0,2015.10,0,0,0
560,258,464,1,14.5,2015.10,0,0,0
563,53,63,5,160.6,2015.10,138,27,1
565,2,2,21,1002.7,2015.10,278,13,1
566,114,182,10,773.9300000000001,2015.10,164,16,1
567,17,18,27,742.23,2015.10,282,10,1
569,19,20,8,286.0,2015.10,243,30,0
573,91,145,18,337.25,2015.10,170,9,1
574,27,29,6,470.85,2015.10,237,39,0
577,50,60,13,561.8,2015.10,225,17,1
579,120,192,1,19.4,2015.10,0,0,0
592,38,45,7,44.0,2015.10,188,26,1
594,4,4,15,468.3,2015.10,292,19,1
598,3,3,70,1710.1,2015.10,293,4,1
615,124,198,2,25.8,2015.10,37,18,1
619,165,264,14,156.9,2015.10,124,8,1
622,269,484,1,31.0,2015.10,0,0,0
633,16,17,20,273.06,2015.10,284,14,1
636,130,208,1,25.8,2015.10,0,0,0
648,13,13,3,53.1,2015.10,211,70,0
649,20,22,3,56.0,2015.10,231,77,0
653,9,9,14,314.7,2015.10,220,15,1
656,22,24,18,289.55,2015.10,267,14,1
657,52,62,1,11.61,2015.10,0,0,0
660,88,123,4,80.0,2015.10,180,45,0
662,28,30,13,293.15,2015.10,237,18,1
665,40,48,14,349.94,2015.10,246,17,1
666,166,265,1,14.0,2015.10,0,0,0
668,38,45,3,74.25,2015.10,86,28,1
684,248,446,1,19.0,2015.10,0,0,0
691,114,182,5,66.0,2015.10,90,18,1
694,90,125,1,32.0,2015.10,0,0,0
708,3,3,55,1757.19,2015.10,295,5,1
710,229,412,1,12.9,2015.10,0,0,0
713,72,100,11,418.3,2015.10,193,17,1
718,11,11,14,460.8,2015.10,277,19,1
734,14,14,8,128.4,2015.10,269,33,0
736,213,383,1,13.0,2015.10,0,0,0
744,205,369,3,81.25,2015.10,92,30,0
746,101,161,3,90.4,2015.10,72,24,1
754,6,6,31,944.7,2015.10,293,9,1
768,182,327,2,144.8,2015.10,110,55,0
770,176,281,8,183.45,2015.10,93,11,1
771,53,63,5,265.4,2015.10,245,49,0
772,1,1,6,189.4,2015.10,287,47,0
775,51,61,1,24.9,2015.10,0,0,0
777,25,27,13,242.4,2015.10,245,18,1
784,125,200,5,161.9,2015.10,149,29,1
785,200,360,2,34.0,2015.10,38,19,1
786,21,23,7,225.3,2015.10,272,38,0
789,61,85,1,37.62,2015.10,0,0,0
790,201,361,1,40.7,2015.10,0,0,0
792,12,12,33,241.25,2015.10,278,8,1
800,50,60,6,180.65,2015.10,236,39,0
803,45,54,1,18.9,2015.10,0,0,0
806,41,49,6,217.65,2015.10,250,41,0
807,1,1,27,575.9,2015.10,299,11,1
808,44,52,10,283.55,2015.10,250,25,1
811,7,7,3,66.85,2015.10,44,14,1
812,44,52,3,64.5,2015.10,169,56,0
816,267,480,1,15.0,2015.10,0,0,0
820,46,55,1,43.8,2015.10,0,0,0
822,55,66,1,64.1,2015.10,0,0,0
826,7,7,18,449.95,2015.10,282,15,1
828,23,25,4,98.8,2015.10,217,54,0
830,41,49,7,108.3,2015.10,161,23,1
831,17,18,3,174.6,2015.10,157,52,0
835,12,12,5,114.75,2015.10,104,20,1
841,109,174,5,64.4,2015.10,79,15,1
844,39,46,4,69.57,2015.10,191,47,0
849,269,484,5,104.25,2015.10,31,6,1
856,226,406,5,198.8,2015.10,57,11,1
857,69,96,1,32.0,2015.10,0,0,0
858,125,200,2,44.15,2015.10,146,73,0
866,241,433,1,14.5,2015.10,0,0,0
868,11,11,3,62.4,2015.10,261,87,0
871,88,123,3,80.0,2015.10,71,23,1
875,41,49,4,126.25,2015.10,258,64,0
876,93,148,3,70.5,2015.10,153,51,0
877,18,19,2,32.65,2015.10,100,50,0
882,127,203,1,29.5,2015.10,0,0,0
886,194,349,2,28.8,2015.10,75,37,0
913,216,388,1,18.4,2015.10,0,0,0
918,81,113,1,25.8,2015.10,0,0,0
919,27,29,3,99.9,2015.10,194,64,0
921,137,219,1,25.8,2015.10,0,0,0
926,73,102,24,954.8,2015.10,225,9,1
928,24,26,21,758.95,2015.10,279,13,1
940,3,3,22,657.6,2015.10,235,10,1
944,123,196,5,1.3,2015.10,176,35,0
945,14,14,7,146.35,2015.10,260,37,0
948,66,92,2,28.8,2015.10,202,101,0
950,265,477,1,27.0,2015.10,0,0,0
953,32,38,2,42.0,2015.10,245,122,0
957,134,214,1,12.4,2015.10,0,0,0
963,158,252,2,97.35,2015.10,36,18,1
969,83,116,2,218.5,2015.10,107,53,0
971,60,72,8,649.2,2015.10,228,28,1
973,13,13,8,128.3,2015.10,269,33,0
977,104,166,3,139.32,2015.10,165,55,0
978,6,6,9,558.9,2015.10,289,32,0
981,277,498,1,40.0,2015.10,0,0,0
983,1,1,40,680.45,2015.10,293,7,1
991,104,166,1,13.9,2015.10,0,0,0
994,138,220,1,40.0,2015.10,0,0,0
996,41,49,3,291.29999999999995,2015.10,239,79,0
998,258,464,3,45.0,2015.10,39,13,1
1000,10,10,14,231.63,2015.10,272,19,1
1002,7,7,7,232.8,2015.10,218,31,0
1003,94,150,1,84.5,2015.10,0,0,0
1007,170,272,4,83.25,2015.10,119,29,1
1009,293,527,1,20.0,2015.10,0,0,0
1012,150,240,1,11.5,2015.10,0,0,0
1014,35,42,5,153.75,2015.10,223,44,0
1026,38,45,3,57.8,2015.10,245,81,0
1028,177,283,1,25.8,2015.10,0,0,0
1032,5,5,26,382.34,2015.10,280,10,1
1038,41,49,3,48.0,2015.10,56,18,1
1039,87,121,8,138.0,2015.10,183,22,1
1040,45,54,4,172.6,2015.10,172,43,0
1041,258,464,1,13.05,2015.10,0,0,0
1048,136,217,1,38.0,2015.10,0,0,0
1050,159,254,2,22.5,2015.10,69,34,0
1056,69,96,1,45.0,2015.10,0,0,0
1057,46,55,1,19.4,2015.10,0,0,0
1061,139,222,4,70.5,2015.10,51,12,1
1064,158,252,1,14.0,2015.10,0,0,0
1066,116,185,9,277.05,2015.10,150,16,1
1068,88,123,1,27.8,2015.10,0,0,0
1069,10,10,6,95.0,2015.10,113,18,1
1071,3,3,32,629.5,2015.10,297,9,1
1074,74,103,3,33.75,2015.10,14,4,1
1078,8,8,7,135.5,2015.10,183,26,1
1083,45,54,2,65.4,2015.10,82,41,0
1085,60,72,6,391.7,2015.10,240,40,0
1086,151,241,9,272.0,2015.10,138,15,1
1088,131,209,2,64.5,2015.10,83,41,0
1096,97,155,2,129.05,2015.10,74,37,0
1099,23,25,1,30.3,2015.10,0,0,0
1100,177,283,2,94.0,2015.10,121,60,0
1101,9,9,2,26.0,2015.10,38,19,1
1103,63,88,2,69.7,2015.10,199,99,0
1109,10,10,12,520.2,2015.10,247,20,1
1110,16,17,5,117.5,2015.10,261,52,0
1116,47,56,2,77.6,2015.10,133,66,0
1118,10,10,38,1005.29,2015.10,281,7,1
1119,118,188,3,159.3,2015.10,140,46,0
1125,39,46,5,80.0,2015.10,43,8,1
1126,17,18,5,125.1,2015.10,252,50,0
1127,24,26,5,69.2,2015.10,243,48,0
1128,57,68,2,204.0,2015.10,161,80,0
1132,4,4,18,798.75,2015.10,275,15,1
1134,19,20,9,266.0,2015.10,275,30,0
1135,123,196,11,218.4,2015.10,180,16,1
1137,47,56,7,361.9,2015.10,169,24,1
1139,7,7,9,327.6,2015.10,287,31,0
1140,34,40,3,70.5,2015.10,145,48,0
1142,62,86,12,245.55,2015.10,195,16,1
1145,20,22,3,175.8,2015.10,278,92,0
1146,52,62,13,582.15,2015.10,248,19,1
1148,167,267,1,13.0,2015.10,0,0,0
1153,173,276,5,423.55,2015.10,88,17,1
1155,33,39,10,185.4,2015.10,232,23,1
1158,62,86,30,564.0,2015.10,230,7,1
1159,105,168,5,232.7,2015.10,147,29,1
1160,67,93,2,54.18,2015.10,28,14,1
1162,117,187,2,27.4,2015.10,140,70,0
1163,27,29,6,160.9,2015.10,180,30,1
