user_id,recency,recency_weighted,frequency,monetary,year_month,active_period,avg_period,response
3,160,256,3,90.0,2015.06,10,3,1
24,15,15,5,90.95,2015.06,158,31,0
30,49,58,4,84.75,2015.06,87,21,1
34,38,45,4,351.5,2015.06,91,22,1
38,175,280,1,38.5,2015.06,0,0,0
45,93,148,4,72.0,2015.06,69,17,1
46,43,51,2,73.8,2015.06,113,56,0
48,52,62,2,103.2,2015.06,119,59,0
52,17,18,18,613.55,2015.06,151,8,1
57,17,18,3,220.9,2015.06,159,53,0
58,1,1,3,90.55,2015.06,67,22,1
61,12,12,9,283.05,2015.06,149,16,1
63,19,20,4,178.8,2015.06,133,33,0
72,1,1,6,0.0,2015.06,98,16,1
75,49,58,1,48.4,2015.06,0,0,0
76,52,62,5,249.5,2015.06,122,24,1
79,41,49,3,54.55,2015.06,34,11,1
87,112,179,2,92.5,2015.06,41,20,1
88,120,192,1,111.0,2015.06,0,0,0
91,29,31,4,140.9,2015.06,146,36,0
100,8,8,1,24.0,2015.06,0,0,0
101,6,6,1,8.58,2015.06,0,0,0
104,3,3,14,874.55,2015.06,175,12,1
106,2,2,19,719.82,2015.06,165,8,1
129,3,3,5,102.6,2015.06,125,25,1
141,89,124,2,30.5,2015.06,39,19,1
143,2,2,30,384.65,2015.06,176,5,1
164,64,89,2,64.0,2015.06,80,40,0
166,41,49,1,18.0,2015.06,0,0,0
170,2,2,16,1261.0,2015.06,173,10,1
177,1,1,12,293.63,2015.06,149,12,1
178,1,1,21,96.0,2015.06,161,7,1
179,170,272,1,72.2,2015.06,0,0,0
180,1,1,5,93.79,2015.06,154,30,0
181,25,27,2,63.2,2015.06,133,66,0
182,2,2,7,201.5,2015.06,175,25,1
183,8,8,15,296.46,2015.06,160,10,1
193,64,89,1,18.9,2015.06,0,0,0
197,121,193,2,16.5,2015.06,8,4,1
210,27,29,5,449.1,2015.06,141,28,1
219,16,17,3,58.25,2015.06,66,22,1
222,88,123,1,27.0,2015.06,0,0,0
223,14,14,10,170.0,2015.06,151,15,1
225,29,31,2,50.0,2015.06,92,46,0
227,79,110,1,15.0,2015.06,0,0,0
240,15,15,6,178.25,2015.06,152,25,1
247,169,270,1,22.0,2015.06,0,0,0
257,20,22,1,61.0,2015.06,0,0,0
264,147,235,2,40.5,2015.06,1,0,0
282,22,24,7,376.4,2015.06,154,22,1
300,8,8,2,25.8,2015.06,26,13,1
302,23,25,4,209.2,2015.06,152,38,0
310,164,262,1,11.5,2015.06,0,0,0
316,52,62,6,156.65,2015.06,105,17,1
321,8,8,19,362.0,2015.06,162,8,1
327,15,15,1,16.0,2015.06,0,0,0
329,5,5,25,411.75,2015.06,159,6,1
330,13,13,5,102.96,2015.06,101,20,1
342,12,12,5,95.3,2015.06,144,28,1
343,35,42,1,25.8,2015.06,0,0,0
346,17,18,3,34.83,2015.06,48,16,1
347,87,121,2,124.2,2015.06,83,41,0
349,25,27,2,32.5,2015.06,73,36,0
352,42,50,2,112.8,2015.06,73,36,0
367,13,13,6,248.7,2015.06,102,17,1
368,9,9,7,128.0,2015.06,126,18,1
