user_id,recency,frequency,monetary,year_month,active_period,avg_period,response
3,375,3,90.0,2016.01,10,3,0
15,73,1,25.8,2016.01,0,0,0
17,152,2,172.75,2016.01,27,13,1
24,14,11,223.95,2016.01,374,34,0
30,264,4,84.75,2016.01,87,21,1
34,41,12,668.2,2016.01,303,25,1
37,142,1,19.5,2016.01,0,0,0
38,390,1,38.5,2016.01,0,0,0
43,104,1,69.0,2016.01,0,0,0
45,308,4,72.0,2016.01,69,17,1
46,75,6,188.6,2016.01,296,49,0
48,267,2,103.2,2016.01,119,59,0
52,9,34,1372.95,2016.01,374,11,1
57,8,10,427.95,2016.01,383,38,0
58,91,13,424.75,2016.01,192,14,1
61,1,23,624.7,2016.01,375,16,1
63,5,9,356.2,2016.01,362,40,0
72,202,8,0.0,2016.01,112,14,1
75,5,19,898.9,2016.01,259,13,1
76,184,6,280.8,2016.01,205,34,0
79,256,3,54.55,2016.01,34,11,1
87,327,2,92.5,2016.01,41,20,1
88,335,1,111.0,2016.01,0,0,0
91,24,9,265.85,2016.01,366,40,0
100,48,5,192.9,2016.01,175,35,0
101,221,1,8.58,2016.01,0,0,0
104,8,31,2404.7,2016.01,385,12,1
105,112,1,64.6,2016.01,0,0,0
106,11,37,1275.28,2016.01,371,10,1
117,165,1,109.88,2016.01,0,0,0
129,6,15,364.0,2016.01,337,22,1
141,71,6,137.45,2016.01,272,45,0
142,105,1,2.0,2016.01,0,0,0
143,2,60,757.15,2016.01,391,6,1
146,211,1,59.9,2016.01,0,0,0
155,6,2,26.65,2016.01,12,6,1
164,86,4,128.0,2016.01,273,68,0
165,82,1,40.0,2016.01,0,0,0
166,256,1,18.0,2016.01,0,0,0
170,18,72,3038.18,2016.01,372,5,1
177,8,21,688.97,2016.01,357,17,1
178,21,40,231.35,2016.01,356,8,1
179,6,5,409.32,2016.01,379,75,0
180,11,11,270.2,2016.01,359,32,0
181,240,2,63.2,2016.01,133,66,0
182,46,11,292.55,2016.01,346,31,0
183,3,28,603.29,2016.01,380,13,1
186,106,4,119.55,2016.01,25,6,1
193,279,1,18.9,2016.01,0,0,0
197,336,2,16.5,2016.01,8,4,1
210,28,9,852.9,2016.01,355,39,0
216,9,1,22.0,2016.01,0,0,0
219,133,4,96.95,2016.01,164,41,0
222,303,1,27.0,2016.01,0,0,0
223,15,16,313.35,2016.01,365,22,1
225,244,2,50.0,2016.01,92,46,0
227,294,1,15.0,2016.01,0,0,0
231,126,6,290.4,2016.01,43,7,1
235,49,1,36.0,2016.01,0,0,0
240,22,11,296.95,2016.01,360,32,0
247,384,1,22.0,2016.01,0,0,0
257,235,1,61.0,2016.01,0,0,0
264,362,2,40.5,2016.01,1,0,0
276,206,1,25.8,2016.01,0,0,0
282,61,12,556.9,2016.01,330,27,1
294,79,5,130.1,2016.01,116,23,1
300,5,6,100.8,2016.01,244,40,0
302,112,7,286.2,2016.01,278,39,0
303,94,8,10.56,2016.01,45,5,1
310,379,1,11.5,2016.01,0,0,0
316,4,12,420.8,2016.01,368,30,0
321,14,27,522.0,2016.01,371,13,1
327,230,1,16.0,2016.01,0,0,0
329,3,50,802.25,2016.01,376,7,1
330,39,14,321.97,2016.01,290,20,1
342,136,8,146.05,2016.01,235,29,1
343,250,1,25.8,2016.01,0,0,0
346,55,6,89.00999999999999,2016.01,225,37,0
347,41,3,149.6,2016.01,344,114,0
349,104,6,95.0,2016.01,209,34,0
352,115,6,288.4,2016.01,215,35,0
367,17,16,515.1,2016.01,313,19,1
368,4,16,344.0,2016.01,346,21,1
377,287,1,63.53,2016.01,0,0,0
380,59,13,843.2,2016.01,330,25,1
398,312,8,181.79,2016.01,76,9,1
403,204,5,72.0,2016.01,184,36,0
404,292,1,25.8,2016.01,0,0,0
415,192,4,177.4,2016.01,179,44,0
426,6,26,980.05,2016.01,359,13,1
427,151,8,100.62,2016.01,230,28,1
439,47,7,110.92,2016.01,300,42,0
440,122,2,51.6,2016.01,55,27,1
441,57,2,131.75,2016.01,223,111,0
451,18,10,315.09999999999997,2016.01,376,37,0
458,309,3,98.75,2016.01,74,24,1
468,193,18,485.25,2016.01,186,10,1
472,33,11,365.5,2016.01,308,28,1
475,7,16,627.45,2016.01,371,23,1
479,8,1,17.0,2016.01,0,0,0
481,63,5,150.65,2016.01,233,46,0
489,259,3,85.8,2016.01,81,27,1
492,42,11,567.89,2016.01,341,31,0
495,282,2,107.3,2016.01,111,55,0
501,105,5,331.9,2016.01,259,51,0
512,357,1,25.5,2016.01,0,0,0
516,160,1,25.8,2016.01,0,0,0
517,131,1,37.4,2016.01,0,0,0
521,319,1,28.9,2016.01,0,0,0
527,364,1,18.0,2016.01,0,0,0
530,112,2,56.85,2016.01,207,103,0
532,3,22,1222.35,2016.01,378,17,1
541,6,19,336.2,2016.01,386,20,1
542,189,29,461.74,2016.01,201,6,1
543,200,2,65.4,2016.01,182,91,0
549,53,8,169.8,2016.01,236,29,1
555,310,1,19.5,2016.01,0,0,0
557,14,15,577.95,2016.01,348,23,1
558,40,4,86.3,2016.01,79,19,1
560,350,1,14.5,2016.01,0,0,0
563,145,5,160.6,2016.01,138,27,1
565,2,34,1657.55,2016.01,370,10,1
566,61,11,787.73,2016.01,309,28,1
567,37,31,855.18,2016.01,354,11,1
568,70,1,12.9,2016.01,0,0,0
569,47,11,383.2,2016.01,307,27,1
573,183,18,337.25,2016.01,170,9,1
574,119,6,470.85,2016.01,237,39,0
577,7,15,680.5,2016.01,360,24,1
579,212,1,19.4,2016.01,0,0,0
592,54,8,56.9,2016.01,264,33,0
594,73,16,497.2,2016.01,315,19,1
598,3,94,2144.31,2016.01,385,4,1
615,216,2,25.8,2016.01,37,18,1
619,257,14,156.9,2016.01,124,8,1
622,361,1,31.0,2016.01,0,0,0
633,108,20,273.06,2016.01,284,14,1
636,222,1,25.8,2016.01,0,0,0
640,32,1,22.0,2016.01,0,0,0
648,105,3,53.1,2016.01,211,70,0
649,85,4,80.0,2016.01,258,64,0
653,7,19,407.7,2016.01,314,16,1
656,114,18,289.55,2016.01,267,14,1
657,144,1,11.61,2016.01,0,0,0
660,46,5,96.0,2016.01,314,62,0
662,15,16,357.15,2016.01,342,21,1
665,76,17,393.14,2016.01,302,17,1
666,258,1,14.0,2016.01,0,0,0
668,130,3,74.25,2016.01,86,28,1
674,9,1,16.0,2016.01,0,0,0
684,340,1,19.0,2016.01,0,0,0
691,206,5,66.0,2016.01,90,18,1
694,182,1,32.0,2016.01,0,0,0
708,5,77,2438.35,2016.01,385,5,1
710,321,1,12.9,2016.01,0,0,0
713,164,11,418.3,2016.01,193,17,1
718,9,18,572.8,2016.01,371,20,1
734,6,9,141.4,2016.01,369,41,0
736,305,1,13.0,2016.01,0,0,0
744,297,3,81.25,2016.01,92,30,0
746,193,3,90.4,2016.01,72,24,1
754,28,38,1110.2,2016.01,363,9,1
768,43,4,210.8,2016.01,341,85,0
770,268,8,183.45,2016.01,93,11,1
771,145,5,265.4,2016.01,245,49,0
772,27,9,242.4,2016.01,353,39,0
774,20,3,86.9,2016.01,65,21,1
775,143,1,24.9,2016.01,0,0,0
777,117,13,242.4,2016.01,245,18,1
784,12,9,248.3,2016.01,354,39,0
785,75,3,53.4,2016.01,255,85,0
786,43,9,265.6,2016.01,342,38,0
789,153,1,37.62,2016.01,0,0,0
790,28,2,97.4,2016.01,265,132,0
792,70,36,286.25,2016.01,312,8,1
